"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Cap 2 - Historia","Germaná y Portocarrero - The «Indigenous turn» and the rise of Amazonian art. Insights from the seminal work of the SHRA (2026) [Unmaking to Make, cap. 8].md","1966-2025 (con foco en el 'giro indígena' de los años 90 en adelante)","Capítulo de libro académico, 2026","Gabriela Germaná; Florencia Portocarrero; Pablo Macera; María Belén Soria; Gredna Landolt; Víctor Churay; Elena Valera; Roldán Pinedo; Lastenia Canayo; Sara Flores; Mirko Lauer; Natalia Majluf; SHRA (UNMSM); Fundación Telefónica; MALI; MASP","Capítulo que examina el 'giro indígena' global y el ascenso del arte amazónico en el Perú a partir de la labor seminal del Seminario de Historia Rural Andina (SHRA), instituto de la UNMSM fundado por Pablo Macera en 1966. Germaná y Portocarrero parten de la exclusión histórica de los creadores indígenas de la historia del arte oficial, relegados a la categoría de artesanía por una lógica racializada que niega la posibilidad de que algo sea simultáneamente arte e indígena. Apoyándose en 'Lo andino en el arte peruano' de Mirko Lauer (1980), describen el campo artístico estratificado en tres universos —alto arte, arte popular y arte prehispánico— y sus rupturas: el indigenismo de los años veinte, la redefinición política de la artesanía bajo el gobierno de Velasco (premio a Joaquín López Antay, 1975) y el giro indígena de los noventa ligado al multiculturalismo neoliberal. El eje del texto es la metodología colaborativa del SHRA, que desde 1997 —con Macera y María Belén Soria, inspirados por la experiencia de Gredna Landolt en Formabiap— trabajó con pintores amazónicos autodidactas (Víctor Churay, Elena Valera, Roldán Pinedo, Lastenia Canayo, Enrique Casanto) usando la ecuación pintura-escritura para recuperar la memoria oral. Destacan que el seminario reconoció la autoría individual, pagó por el trabajo y operó como 'zona de contacto' descolonial. Las autoras concluyen que este método, de raíz etnográfica, consolidó la pintura figurativa como criterio de legitimación —limitando otros medios y el kené—, y analizan las contradicciones de la inserción del arte indígena en el circuito global (Sara Flores en el MALI, la Bienal de Venecia de Pedrosa, testimonios de Yahuarcani y Mombaça)."
"Cap 2 - Historia","Hernández Calvo y Villacorta - Franquicias imaginarias. Las opciones estéticas en las artes plásticas en el Perú de fin de siglo (2002) [OCR A].md","1950-2000 (segunda mitad del siglo XX, con énfasis en los años 90 y fin de siglo)","Libro / ensayo académico (Fondo Editorial PUCP), 2002","Max Hernández Calvo; Jorge Villacorta; Mirko Lauer; Fernando de Szyszlo; Luis Miró Quesada; Juan Acha; Ricardo Grau; Agrupación Espacio; IAC; Colectivo Sociedad Civil; Eduardo Villanes; Ricardo Wiesse; Alfredo Márquez; PUCP","Libro de Max Hernández Calvo y Jorge Villacorta que ofrece una lectura crítica y panorámica —no meramente cronológica— de las opciones estéticas en las artes plásticas peruanas de la segunda mitad del siglo XX, atendiendo especialmente a Lima y al fin de siglo. La tesis de fondo es la precariedad y fragmentación del sistema artístico local (ausencia de un museo de arte contemporáneo, mercado incipiente, divorcio entre producción y recepción crítica, escisión ficticia entre arte y comercio) que impide comprender lo artístico como sistema. El texto reconstruye la instauración del modelo moderno-tardío: la llegada de la abstracción con Szyszlo (1949), la Agrupación Espacio, Luis Miró Quesada y el IAC como brazos de un proyecto vinculado a la burguesía industrial y urbanizadora, el desplazamiento del indigenismo en crisis y la posterior 'abstracción de reminiscencia precolombina' como símbolo ficticio de integración nacional que soslaya las realidades sociales del país migrante. Analiza luego la vanguardia de los sesenta (Pop y Op, Arte Nuevo, Juan Acha, Teresa Burga), la institucionalización postideológica, las esferas subsidiarias y escenas alternativas, la introspección y el juego, la globalización y 'lo social desquerenciado'. Un capítulo central, 'En la estela de la política', documenta el auge del arte políticamente motivado en la crisis del fujimorato tardío: Runcie Tanaka, Miguel Cordero, Ricardo Wiesse (Cantuta), Eduardo Villanes ('Gloria Evaporada'), Emilio Santisteban, el Colectivo Sociedad Civil ('Lava la bandera') y Perú Fábrica, con su especulación sobre los espacios público y privado. Cierra advirtiendo que la postmodernidad no se consolida como marco crítico por la misma precariedad institucional."
"Cap 2 - Historia","Hernández Calvo y Villacorta - Franquicias imaginarias. Las opciones estéticas en las artes plásticas en el Perú de fin de siglo (2002) [OCR B].md","1950-2001 (con énfasis en los años 70, 80 y 90)","Libro/ensayo crítico (OCR), 2002","Max Hernández Calvo; Jorge Villacorta; Fondo Editorial PUCP; Fernando de Szyszlo; Ricardo Grau; Juan Acha; Mirko Lauer; Cristina Planas; Milagros de la Torre; Carlos Runcie Tanaka; Ricardo Wiesse; Bienal de Lima / ICPNA","Ensayo panorámico que diagnostica el desarrollo de las artes visuales peruanas desde mediados del siglo XX hasta el cambio de milenio, sosteniendo que la reflexión crítica local ha permanecido en un vacío de casi tres décadas pese a la creciente diversificación de opciones estéticas, soportes y medios. Los autores conciben el arte como sistema y práctica social, y denuncian la precariedad institucional peruana: la ausencia de un museo de arte contemporáneo, un mercado incipiente, la escisión ficticia entre arte y comercio y una formación que divorcia producción manual de reflexión conceptual. El texto reconstruye una genealogía: la instauración dominante del modelo moderno-tardío y la abstracción (Szyszlo, Grau, Espacio, Miró Quesada) como desplazamiento programático del indigenismo hacia una base social burguesa e industrial; el frenesí pop y las vanguardias de los sesenta; la reforma velasquista y sus tensiones entre lo popular (artesanía) y lo culto. Avanza luego hacia la institucionalización postideológica, las esferas alternativas y la globalización ""C.O.D."", cerrando con el retorno de lo social y lo político a fines de los noventa. Marco conceptual apoyado en Foster, Greenberg, García Canclini y sociología de la cultura (esfera pública, movimientos sociales). Analiza obras como La wuawua de Planas sobre Abimael Guzmán, las fotografías forenses de Milagros de la Torre, Uchuraccay, el memorial cantuta de Wiesse en Cieneguilla, los ensamblajes de Miguel Cordero sobre Barrios Altos y La Cantuta, y a Runcie Tanaka. Su aporte es ofrecer una lectura orgánica, temática y no meramente cronológica del ""fin de siglo"" limeño, situando lo estético como franquicia imaginativa para la comunicación ciudadana."
"Cap 2 - Historia","ICAA-1138109.pdf","Debate del nacionalismo e indigenismo en la pintura peruana, c. décadas de 1940-1950","Artículo de prensa (Suplemento Dominical de El Comercio, Lima), c. 1957 (s/f exacta); digitalizado por ICAA-MFAH","J. Nahuaca (seudónimo); José Sabogal; Francisco Laso; Fernando de Szyszlo; Ricardo Grau; Fernando de Villegas / Villegas; Juan Manuel Ugarte Eléspuru; Pancho Fierro; César Vallejo; Inca Garcilaso; El Comercio (Suplemento Dominical); International Center for the Arts of the Americas (ICAA-MFAH)","Artículo ""Conscripción peruana la pintura"", firmado con el seudónimo J. Nahuaca y publicado en el Suplemento Dominical de El Comercio de Lima (hacia finales de los años cincuenta, a juzgar por las referencias contextuales), conservado en el archivo digital ICAA del Museum of Fine Arts, Houston. La tesis sostiene que la pintura peruana sufre la presión de fuerzas nacionalistas que operan ""desde afuera"" como verdaderas conscripciones que le imponen un destino en nombre de la peruanidad, esterilizando sus energías estéticas endógenas. El autor distingue tres conscripciones: la político-social, que reduce la pintura a panfleto, confesión o acto de fe redentor y la torna inoperante; la iconográfica, la más antigua, que exige amor a lo nacional mediante la anécdota histórica y costumbrista (Merino, Montero, Castillo) y culmina en el indigenismo de Sabogal -cuya nacionalización amorosa de la iconografía ""termina siendo una montonera""-; y la espiritual, con dos modalidades: un humanismo telúrico o ""vallejismo"" pictórico (Laso, Ugarte Eléspuru) y una búsqueda del eslabón formal con el pasado prehispánico y colonial. El marco conceptual moviliza el determinismo de Taine, la estilización del arte preincaico (Chavín, Nazca, Paracas, Moche), la escuela cuzqueña y la continuidad estética que uniría Garcilaso con Vallejo. Nahuaca reivindica la autonomía ""insobornable"" de la pintura frente a las presiones nacionalizadoras, valorando en Dávila, Grau, Szyszlo y Villegas tanto el entronque con el pasado como su vigencia pictórica. El aporte es un alegato antiindigenista y formalista que reclama la sublimación estética por encima de la subordinación ideológica, en pleno debate sobre la identidad del arte peruano."
"Cap 2 - Historia","ICAA-1146549.pdf","«Última década» del s. XX (años 1990; dictadura de Fujimori 1990-2000), con antecedentes desde los 60-80","Ensayo de catálogo (muestra «Puntos Cardinales»), noviembre de 2001; digitalizado por ICAA-MFAH (reg. 1146549); OCR muy dañado","Rodrigo Quijano; Fernando Bryce; Iván Esquivel «Plaztikk»; Sandra Gamarra; Gilda Mantilla; Gustavo Buntinx; Mirko Lauer; Augusto del Valle; Juan Javier Salazar; Eduardo Tokeshi; Colectivo Sociedad Civil; ENBA; Museo de Arte de Lima; Bienal de Lima; ICAA-MFAH","Ensayo de Rodrigo Quijano fechado «Noviembre, 2001», texto del catálogo de la muestra colectiva «Puntos Cardinales» (cuatro artistas: Fernando Bryce, Iván Esquivel «Plaztikk», Sandra Gamarra y Gilda Mantilla). Titulado «¿De qué puntos cardinales hablan? Anotaciones sobre la última década en las artes visuales peruanas», ofrece un balance de los años noventa organizado en doce secciones numeradas. Su hilo es que la década consolidó una orientación del arte contemporáneo local a la vez que se perdió «un norte definido»: la entrada abrupta de la escena al «orden internacional» y a un «mercado simbólico consolidado de la región» tras años de aislamiento, bajo la dictadura de Fujimori (1990-2000). Rastrea el fin de la «modernidad alternativa» anclada en lo popular (con referencias a Lauer y su «Teoría de las Raíces Nacionales» y a Buntinx), la represión de los colectivos jóvenes (el grupo Huayco como paradigma, N.N. «diezmado» y Alfredo Márquez encarcelado bajo falsos cargos de terrorismo) y la «reinstitucionalización» privada (MALI, Centro de Artes Visuales, concursos y bienales auspiciados por el sector privado, Bienal de Lima desde 1997). Analiza en detalle a los cuatro artistas y comenta la crisis de la ENBA (intervenida por la dictadura), los «vladivideos», La Cantuta, Barrios Altos y el «Lava la bandera» del Colectivo Sociedad Civil (2000). Cierra afirmando que «la escena crítica es proporcionalmente precaria e invisible». Fuente primaria sobre la escena limeña de los noventa; digitalizada por el ICAA-MFAH (registro 1146549), con OCR muy dañado."
"Cap 2 - Historia","ICAA-1272963.pdf","Debate sobre arte, doctrina y nacionalismo; revisión de las revoluciones cristiana, francesa, rusa y mexicana; c. décadas de 1940-1950","Artículo de prensa (Suplemento Dominical de El Comercio, Lima), c. 1957 (s/f exacta); digitalizado por ICAA-MFAH","J. Nahuaca (seudónimo); Moisés Laymito; Gladys Zender; César Vallejo; Wilhelm Worringer; Arnold Hauser; Nicolai Hartmann; Charles Lalo; Jacques-Louis David; Kazimir Malevich; Wassily Kandinsky; Marc Chagall; El Comercio (Suplemento Dominical); ICAA-MFAH","Segunda entrega del ensayo de J. Nahuaca, titulada ""Ideas doctrinarias y la pintura"", publicada en el Suplemento Dominical de El Comercio de Lima (fines de los cincuenta) y archivada en el ICAA-MFAH. Continúa la reflexión sobre las fuerzas que tensionan el arte peruano, distinguiendo entre energías subyacentes -lentas, sentimentales, nacionalizadoras, orientadas a la peruanidad- y fuerzas dinámicas que importan sistemas político-sociales para materializarlos de inmediato, sometiendo el arte a los valores sociales mediante una estética ""demagógica y a la vez conservadora"". El objeto central es la relación entre pintura e ideas doctrinarias, examinada a través de un recorrido histórico por cuatro revoluciones: la cristiana (que renuncia al arte pagano y desemboca en la iconoclasia), la francesa (que no crea estilo sino que adopta el clasicismo de David, oficializado por Napoleón), la rusa (que tras aliarse con la vanguardia -Malevich, Kandinsky, Chagall- recae en el realismo heroico reaccionario) y la mexicana (nacida sin doctrina, expresiva y muralista, que crea el mito de la revolución cumplida). El marco teórico cita a Worringer, Hauser, Nicolai Hartmann y Charles Lalo, y disuelve la antinomia forma-contenido cara a la estética marxista. Nahuaca argumenta que ninguna revolución ha mejorado ni creado un arte, que este pertenece a individuos y la colectividad solo lo usufructúa, y aboga por ""desclasificar"" la élite estética -verdadera valoradora- frente al monopolio de las clases dirigentes. Denuncia un ""terrorismo en pintura"" que exige conciencia social y concluye que el ímpetu nacionalizador peruano ha derivado en un mal menor: la peruanización de la iconografía como fin artístico. Incluye notas sobre el escultor Moisés Laymito y un retrato de Gladys Zender."
"Cap 2 - Historia","ICPNA Catalogo Bellas Artes FINAL.pdf","1918-2018","Catálogo de exposición / libro institucional, noviembre de 2018","Escuela Nacional Superior Autónoma de Bellas Artes del Perú (ENSABAP); Instituto Cultural Peruano Norteamericano (ICPNA); Max Hernández Calvo; Augusto del Valle Cárdenas; Rocío Corcuera Ríos; Víctor Mejía Ticona; Miguel Sánchez Flores; Luis Carlos Valdez Espinoza; Roberto Hoyle; Municipalidad de Miraflores; E.P.S. Huayco; Grupo Paréntesis","El volumen documenta 'Un siglo de arte desde la Escuela Nacional', ciclo de cuatro exposiciones organizado en 2018 para el centenario (1918-2018) de la Escuela Nacional Superior Autónoma de Bellas Artes del Perú (ENSABAP), coeditado con el Instituto Cultural Peruano Norteamericano (ICPNA). Bajo la curaduría general de Max Hernández Calvo y Augusto del Valle Cárdenas, con Rocío Corcuera, Víctor Mejía y Miguel Sánchez, el proyecto busca construir memoria institucional y revisar cien años de producción y pedagogía bellasartina, articulándola con la sociedad contemporánea. Las muestras se distribuyeron en cuatro sedes (galerías ICPNA Juan Pardo Heeren y Germán Krüger Espantoso, y salas municipales de Miraflores). 'Bellas Artes: voz y huella de los egresados' (Corcuera) parte de cuarenta entrevistas a egresados de 1951 a 2017 —de Ella Krebs a Andrés Yaques— y una línea de tiempo que vincula formación, testimonio y obra estudiantil. 'Del individuo al ser social' (Sánchez) estudia los colectivos surgidos desde los años setenta (E.P.S. Huayco, Paréntesis, Signo x Signo, C.H.O.L.O., entre otros) como gesto político frente al modelo del artista individual. 'Espacio público' (Mejía) analiza el centro de Lima como insumo estético y campo de intervención. 'Una trayectoria de imágenes' (Hernández Calvo y Del Valle) emplea los géneros académicos —bodegón, paisaje, retrato— para pensar el tránsito del arte moderno al contemporáneo. La tesis transversal cuestiona la narrativa figurativo/abstracto de la modernidad e introduce la pregunta por el ícono, uniendo lo global con las tradiciones locales y artesanales, para otorgar 'carta de ciudadanía' a prácticas invisibilizadas desde una escuela pública."
"Cap 2 - Historia","Kusunoki y Lerner - Reconsidering the «art museum». Some reflections on the history of the MALI collections (2026) [Unmaking to Make, cap. 5].md","1961-2022 (con referencias desde época prehispánica y los años 20)","Capítulo de libro, 2026","Ricardo Kusunoki; Sharon Lerner; Museo de Arte de Lima (MALI); Natalia Majluf; Gabriela Germaná; Gredna Landolt; ADAPS / Piraq Causa; Brus Rubio Churay; José Sabogal; Con/Vida; Matadero Madrid / ARCO; Julieta González","Capítulo que reflexiona sobre la historia de las colecciones del Museo de Arte de Lima (MALI) desde su fundación en 1961 para interrogar la propia categoría de ""museo de arte"". Kusunoki y Lerner parten de la condición fundacional del MALI: nacido tardíamente frente a otros museos latinoamericanos, sin conexión con centros de enseñanza y configurado por el azar de donaciones como la vasta y heterogénea Memoria Prado. Esa amplitud material, argumentan, contenía en estado latente la posibilidad de cuestionar cómo las narrativas nacionales se proyectan sobre el pasado. El eje conceptual es la tensión entre ""arte culto"" y ""arte popular"", categoría esta última formulada en los años veinte desde el indigenismo de Sabogal y cargada de una ficción de autenticidad vernácula. El estudio de caso central es la incorporación en 2017 de la serie Piraq Causa —31 tablas de Sarhua de la ADAPS, comisionadas por Peter Gaupp, que narran la violencia de Sendero Luminoso y los Sinchis en Ayacucho—, que complejizó el eje de los ""años de violencia"" (junto a Taller N.N., Wiesse, Villares) y obligó a reconocer las tablas como práctica intersticial entre lo rural, urbano, tradicional y contemporáneo. La tesis sostiene que integrar tales obras no debe significar instalarlas en el espacio ""atemporal"" del arte, sino desmantelar la estructura dicotómica de clase y etnia del campo artístico peruano, preservando su carácter ambivalente. Reseña además el eje amazónico (Brus Rubio, 2014-2015), la gestión de Natalia Majluf (1995-2018) y las exposiciones Amazonías, Otras historias posibles (2019) e Imaginarios contemporáneos (2021-2022), proponiendo una política de colección que reconstruya constelaciones históricamente situadas y transformables."
"Cap 2 - Historia","Lauer, Mirko - Arte al paso, Tome uno (1980) [volante Galería Forum, E.P.S. Huayco].md","1980 (exposición Arte al paso, E.P.S. Huayco; contexto de la plástica joven peruana de fin de los años 70)","Volante/panfleto de exposición, mayo de 1980 (Galería Forum, Lima); transcripción manual de fotografía, 2026","Mirko Lauer (texto); E.P.S. Huayco; María Luy; Francisco Mariotti; Charo Noriega; Juan Javier Salazar; Mariela Zevallos; Guillermo Orbegoso; Roberto Cores; Galería Forum","Volante o panfleto bifronte («Arte al paso» / «Tome uno») escrito por Mirko Lauer para acompañar la exposición homónima del colectivo E.P.S. Huayco en la Galería Forum de Lima (mayo de 1980); el proyecto reúne a María Luy, Francisco Mariotti, Charo Noriega, Juan Javier Salazar y Mariela Zevallos, con fotografías de Guillermo Orbegoso y Roberto Cores. El texto, organizado como una serie de definiciones anafóricas («Arte al paso: …»), es un manifiesto programático del no-objetualismo peruano y del arte crítico. Lauer presenta la obra como una «contestación» que combina serigrafía, detritus industriales, fórmulas teóricas, fotos y «expendio de salchipapas» para sostener que «la realidad del arte es más compleja que la realidad de las 'Bellas Artes'». Articula tres operaciones críticas: contra el mercado y las galerías como «escaparates» de la transacción comercial; contra los «métodos religioso-expresionistas» que enseñan a «sentir y no pensar»; y contra «una falsa modernidad de importación», rematando con la consigna que se volvería célebre: «Sólo lo popular es realmente moderno hoy en el Perú». Reivindica el trabajo colectivo frente al «aislamiento» y el «desamparo teórico» del plástico joven, propone un «ejercicio ecológico» que revela el «cordón umbilical» entre los desechos de la ciudad y su arte, y ancla la práctica en «esa realidad fundamental del arte en América Latina que es la miseria». Contra el «arte bobo», postula un arte popular, político y antipublicitario. Constituye una fuente primaria clave para la historia del arte crítico y no-objetual peruano de fines de los años setenta e inicios de los ochenta."
"Cap 2 - Historia","López, Miguel A. (ed.) - Hay algo incomestible en la garganta. Poéticas antipatriarcales y nueva escena en los años noventa (2021) [catálogo ICPNA].md","1988-2002","Catálogo de exposición, 2021","Miguel A. López (curaduría); Issela Ccoyllo; Carmen Ilizarbe; Susana Torres; María Eugenia Yllia; Montserrat Álvarez; Irene Rojas; Elena Tejada-Herrera; Natalia Iguíñiz; Flavia Gandolfo; Movimiento Manuela Ramos / TAFOS; ICPNA","Catálogo bilingüe de la exposición homónima curada por Miguel A. López en el ICPNA de Lima con motivo del Bicentenario, que reúne más de doscientas obras de cerca de noventa creadoras, colectivas y talleres para examinar la producción visual y las transformaciones sociopolíticas peruanas entre 1988 y 2002. Su tesis central sostiene que, al cierre del siglo XX, fueron las mujeres y los cuerpos feminizados quienes reorientaron el rumbo del arte, desplegando lo que López denomina «poéticas antipatriarcales»: vocabularios estéticos surgidos para enfrentar una misoginia naturalizada y la violencia colonial, racial y patriarcal. El marco conceptual articula feminismo, crítica al neoliberalismo (el «hechizo» de la privatización y el individualismo), teoría social del arte y una lectura de clase del campo cultural, rechazando una absorción de la heterogeneidad bajo la categoría occidental de «arte». El proyecto yuxtapone deliberadamente circuitos antagónicos: obras de galerías, museos y bienales junto a arpilleras de asociaciones de mujeres y clubes de madres, los Talleres de Fotografía Social (TAFOS) y el proyecto Mercomujer del Movimiento Manuela Ramos. Se organiza en diez ejes temáticos (autorrepresentación, misoginia, deseo y disidencia de género, políticas de cuidado, acción colectiva, poder androcéntrico, reciprocidad, cuerpos gestantes, pieles e hilos, violencia política) y ensayos complementarios de Susana Torres, Issela Ccoyllo, María Eugenia Yllia y Carmen Ilizarbe. Su aporte reside en construir una genealogía transfeminista que rescata prácticas invisibilizadas —arpilleristas migrantes, artistas indígenas y campesinas, transformismo, autogestión— y las inscribe como agentes decisivas de la reconfiguración de la esfera pública peruana frente a la dictadura fujimorista."
"Cap 2 - Historia","López, Miguel A. - How Do We Know What Latin American Conceptualism Looks Like?.md","años 60-70 (con foco en 1968: Tucumán Arde)","Artículo académico (Afterall), ca. 2010","Miguel A. López; Mari Carmen Ramírez; Luis Camnitzer; Jane Farver; Rachel Weiss; Paul B. (Beatriz) Preciado; Graciela Carnevale; Ana Longoni; Fernando Davis; Eduardo Costa; Roberto Jacoby; Queens Museum of Art / MoMA / Red Conceptualismos del Sur","Ensayo historiográfico de Miguel A. López que problematiza cómo se ha construido y estabilizado la categoría «conceptualismo latinoamericano». Su objeto de estudio son los dispositivos discursivos y expositivos que fijaron una imagen canónica de la producción crítica de los años sesenta y setenta, tomando como bisagras la muestra «Global Conceptualism: Points of Origin» (Queens Museum, 1999) y el ensayo fundacional «Blueprint Circuits» (1993) de Mari Carmen Ramírez. El marco conceptual proviene de una crítica queer de la representación: siguiendo a Paul B. Preciado y a Guattari, López contrapone una «cartografía de identidades» —que rastrea, clasifica y verifica obras conceptuales— a una «cartografía crítica» que expone las relaciones de poder y las tecnologías de producción de subjetividad implicadas en el acto de historizar. Argumenta que la distinción binaria entre un conceptualismo «analítico» anglosajón (Kosuth) y uno «ideológico» latinoamericano, consolidada por Ramírez y repetida por Osborne y Alberro, reinscribe la lógica centro/periferia que dice combatir y fija un estereotipo de arte subversivo. El texto examina la mitificación de «Tucumán Arde» (1968) y su recuperación en la exposición «Inventario 1965-1975. Archivo Graciela Carnevale» (Rosario, 2008), primer experimento curatorial de la Red Conceptualismos del Sur, que activa el archivo para desmontar la narrativa única. Recupera conceptos «menores» (desmaterialización de Masotta, no-objetualismo de Acha, deshabituación de Carreira) y cierra con la pieza de Eduardo Costa: su aporte es proponer una historiografía infiel, anacrónica y desestabilizadora que traicione las certezas del relato consensual."
"Cap 2 - Historia","López, Miguel A. - Los feminismos van a vencer. Una introducción [con presentación de Claudia Salazar Jiménez, dic. 2018].md","años 60-90 (textos escritos 2012-2018; activismo 2015-2018)","Introducción de libro, 2018","Miguel A. López; Claudia Salazar Jiménez; Rita Segato; Frantz Fanon; Julia Bryan-Wilson; Gladys Tzul Tzul; Aníbal Quijano; Paul B. Preciado; Giuseppe Campuzano; Víctor Manuel Rodríguez; TEOR/éTica / MACBA","Texto introductorio de López al libro que reúne sus ensayos sobre poéticas antipatriarcales (escritos entre 2012 y 2018), precedido por una presentación de la escritora Claudia Salazar Jiménez. Su tesis define los feminismos no como una identidad ni un periodo, sino como una «metodología para mirar» y un método de investigación afectivo: una política del afecto, la escucha y la resistencia colectiva que redefine el horizonte de acción y desconfía del esencialismo identitario. El marco conceptual entrelaza la «pedagogía de la crueldad» y el «mandato de la masculinidad» de Rita Segato, la distinción de Fanon entre «zona del ser» y «zona del no-ser», la «colonialidad del poder» de Aníbal Quijano y el «modelo metodológico afectivo» de Julia Bryan-Wilson, junto a referencias a Gladys Tzul Tzul y Paul B. Preciado. López sostiene que el arte, la performance y la escritura funcionan como refugio y resistencia frente a la exclusión, y que la tarea no es incorporar episodios omitidos a un inventario, sino analizar las condiciones políticas, materiales y afectivas que hacen emerger ciertas representaciones. Discute críticamente el rol de los museos como lugares de disputa capaces de redefinir la esfera pública, apoyándose en su experiencia en el MACBA y en la dirección colectiva de TEOR/éTica. Situado geopolíticamente en Lima pero atento a sus ausencias (la Amazonía, las provincias, el centralismo), el ensayo propone una genealogía transfeminista de la cultura visual que reactive «parientes extraviados» y reorganice la historia del arte como reserva de sororidad y alianzas."
"Cap 2 - Historia","López, Miguel A. - Parientes extraviados, Cuerpo vehículo político y A contratiempo. Tres ensayos sobre poéticas antipatriarcales.md","años 60-80 (con proyección al presente)","Capítulos de libro, 2019","Miguel A. López; Teresa Burga; Gloria Gómez-Sánchez; Cristina Portocarrero; Victoria Santa Cruz; Johanna Hamann; Tilsa Tsuchiya; Marisa Godínez; María T-Ta (María Roncal); Grupo Chaclacayo; ALIMUPER / Movimiento Manuela Ramos / Centro Flora Tristán","Conjunto de tres ensayos de López que trazan una genealogía de poéticas antipatriarcales en el arte peruano entre los años sesenta y ochenta, entendidas como «parientes extraviados» de las luchas feministas y sexodisidentes actuales. «Parientes extraviados» reconstruye la contribución de las artistas mujeres al experimentalismo: las ambientaciones y objetos de Teresa Burga y Gloria Gómez-Sánchez en el grupo Arte Nuevo (1966-1968), que desmantelaban el régimen masculino de la mirada; el tránsito de Cristina Portocarrero del arte a la militancia en ALIMUPER; y la revaloración de las artes de tradición andina (Apolonia Dorregaray) bajo el velasquismo. «Cuerpo, vehículo político» analiza cómo diversas creadoras abandonaron pintura y escultura para usar el propio cuerpo como crítica: el «Antiballet» de Yvonne von Mollendorff, el «Autorretrato» clínico de Burga (1972), la declamación antirracista «Me gritaron negra» de Victoria Santa Cruz, las «Barrigas» de Johanna Hamann y la gráfica militante de Marisa Godínez para Flora Tristán. Aborda además la teatralidad, el travestismo y lo performativo de los ochenta —Grupo Chaclacayo, Jaime Higa, la escena drag documentada por Flavia Gandolfo, la punk María T-Ta, Támira Bassallo, Susana Torres— como respuestas a una guerra tanto armada como misógina y homofóbica. El tercer ensayo, «A contratiempo», explora las «cronodisidencias» de Burga y su temporalidad improductiva del dibujo. El marco conceptual moviliza teoría feminista y queer (Preciado, Bryan-Wilson, Richard); su aporte es reinscribir prácticas borradas como antagonismo estético-político y desmentir el diagnóstico de su supuesta inexistencia."
"Cap 2 - Historia","Mesa - Arte contemporáneo peruano. Portocarrero, Aramburu y Lerner (2022) [MALBA].transcripcion.md","1930-2022 (con énfasis en 1976-2022)","Transcripción de mesa redonda (MALBA/MALVA), 2022","Sharon Lerner; Florencia Portocarrero; Iosu Aramburu; Verónica Rossi; Ana Teresa Barboza; Mirko Lauer; Joaquín López Antay; Miguel Aguirre; Elvia Paucar; Centro de Textiles Tradicionales del Cusco; MALI","Transcripción (borrador sin refinar) de una mesa redonda organizada en torno a la exposición 'Tejer las Piedras' de Ana Teresa Barboza, que toma el pulso a los debates del arte contemporáneo peruano actual, con foco en la relación entre arte y artesanía. Sharon Lerner abre con un recorrido por veinte años de la obra de Barboza, desde el bordado autobiográfico de cuerpos y heridas —leído por Gabriela Germaná y Augusto del Valle como inversión de la representación sexista— hacia un trabajo colaborativo con tejido, telar de cintura y tintes naturales que reflexiona sobre paisaje, sostenibilidad y territorio, situándolo en la tradición anglosajona del craft y en la reinserción de lo personal, según Whitney Chadwick, característica del feminismo desde los setenta. Portocarrero y Aramburu estructuran su intervención con los tres 'universos estéticos' de Mirko Lauer (precolombino, erudito/bellas artes, tradicional/popular), entendidos como compartimentos estancos ligados a una estructura colonial y racista, y examinan sus cruces históricos: el Instituto de Arte Peruano indigenista, la apropiación de lo prehispánico en los sesenta, el escándalo del Premio Nacional a Joaquín López Antay (1976). El marco conceptual sostiene que, a diferencia de aquel premio otorgado por un jurado, artistas indígenas contemporáneos como Venuca Evanán y Chonon Bensho hoy postulan conscientemente e ingresan por agencia propia a los circuitos del arte contemporáneo. Se analizan la colaboración de largo aliento entre Miguel Aguirre y la tejedora Elvia Paucar y el proyecto Ser Payay en Cusco, como casos de 'vocabularios colaborados' que problematizan la coautoría, la mediación y las lógicas de mercado diferenciadas entre arte y artesanía."
