"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Teoría","Groys - Volverse público. Las transformaciones del arte en el ágora contemporánea (2014) [Caja Negra].md","n/d (ensayo teórico; con referencias a la vanguardia histórica del siglo XX y a la cultura digital contemporánea)","Libro (ensayos), 2014 [orig. Going Public, 2010]","Boris Groys; Immanuel Kant; G. W. F. Hegel; Marcel Duchamp; Kazimir Malevich; Walter Benjamin; Michel Foucault; Clement Greenberg; Hugo Ball; Paola Cortés Rocca (trad.); Caja Negra Editora","Groys reúne ensayos que buscan escribir sobre arte de un modo no estético, invirtiendo la perspectiva dominante desde Kant. Su tesis central es que la actitud estética es la del espectador-consumidor, que subordina la producción al consumo y la teoría del arte a la sociología, y que además vuelve superflua a la obra (la vida misma ofrece mejores experiencias estéticas); frente a ella propone la poética, la perspectiva del productor, la poiesis o techné. En la modernidad tardía, con la proliferación de medios visuales e Internet, la antigua dicotomía artista/espectador colapsa: hoy hay más gente interesada en producir imágenes que en mirarlas, y todos debemos diseñar una ""persona pública"", un doble artificial, en un ejercicio de autopoética por el que somos ética y políticamente responsables. Relee así la vanguardia (Malevich, Ball, Duchamp) como autopoiesis, producción del propio Yo público desde el grado cero de la forma, no como shock ni transgresión. Otros ensayos desarrollan: la obligación del diseño de sí y la producción de sinceridad; la política de la instalación como espacio donde el artista actúa cual legislador soberano y heterotópico, poniendo en cuestión la reducción foucaultiana del poder a mecanismos impersonales; una crítica al ensayo de Benjamin sobre el aura, sustituyendo la pérdida irreversible por un juego contemporáneo de desterritorializaciones y re-auratizaciones donde toda copia deviene nuevo original; el universalismo débil; Marx después de Duchamp; los trabajadores del arte entre utopía y archivo; y Google como máquina filosófica que resuelve la deconstrucción."
"Teoría","Harris - The Global Contemporary Art World. A Rough Guide (2017) [Wiley, ISBN 9781118288917].md","Arte contemporáneo global posterior a 1989 (décadas de 1990-2016), con genealogía en la modernidad y el sistema colonial occidental","Libro, 2017","Jonathan Harris; Bashir Makhoul; Nicholas Serota; Damien Hirst; Jeff Koons; Charles Saatchi; Hans Ulrich Obrist; Raymond Williams; Edward Said; David Harvey; Tate Modern / Art Basel; Wiley-Blackwell","Cierre de la trilogía de Harris, el libro sostiene que el mundo del arte contemporáneo global no está separado del mundo, sino que constituye un subsistema —relativamente autónomo pero funcional— del ""orden/desorden mundial"" globalizado, conducido por alianzas cambiantes de estados y corporaciones bajo el capitalismo neoliberal surgido en los años ochenta (Reagan, Thatcher). El marco conceptual, deudor de Williams, Said y Harvey, insiste en el carácter fundamentalmente asimétrico del sistema: las instituciones ""guardianas"" occidentales (Sotheby's, Christie's, Art Basel, Frieze, Tate, MoMA, Guggenheim, galerías como Gagosian y White Cube) conservan el poder de validar y explotar económicamente un arte crecientemente producido fuera de Occidente. Harris amplía la noción de ""productor"" más allá del artista para incluir directores, curadores y coleccionistas (Serota, Saatchi, Obrist), y subraya la borrosa frontera entre lo público y lo privado. Metodológicamente rechaza el formato de ""survey"": el número reducido de obras analizadas tiene valor heurístico dentro de un análisis sistémico. El cuerpo del libro se organiza en cinco estudios de caso de la ""gran Asia"", todos de pasado poscolonial compartido: las ferias de Hong Kong (negocio offshore y desarrollo desigual y combinado), el nuevo media art y el globalismo cultural en Corea del Sur, la Bienal de Kochi como forma retórica en India, la reproducción social y el branding del ""arte chino contemporáneo"" en la educación superior de la RPC, y la ""ONG-ización"" del arte en el Estado de Palestina. Reflexiona además sobre las categorías ""global"", ""contemporáneo"", ""arte"" y ""mundo"", y sobre la modernidad como problema no resuelto de igualdad."
"Teoría","Heinich - Un nuevo paradigma. El arte contemporáneo como revolución artística.md","Décadas de 1950 en adelante (arte contemporáneo); c. 1860-1950 (arte moderno)","Capítulo de libro, 2014","Nathalie Heinich; Thomas S. Kuhn; Thierry de Duve; Robert Rauschenberg; Yves Klein; Marcel Duchamp; Clement Greenberg; Harold Rosenberg; Krzysztof Pomian; Jean-Pierre Cometti; Julie Verlaine; Pierre Restany","Heinich sostiene que el arte contemporáneo no es una etapa cronológica de la historia del arte, sino un nuevo paradigma artístico, incompatible con los paradigmas clásico y moderno que lo precedieron. Revisando su propuesta anterior de 1999 —que lo definía como un mero ""género"" para pacificar la polémica—, la autora la considera insuficiente y opta por transponer al arte el concepto kuhniano de paradigma tomado de La estructura de las revoluciones científicas. El objeto de estudio es la ruptura ontológica inaugurada por gestos como el dibujo borrado de De Kooning por Rauschenberg (1953), la Exposición del vacío de Klein (1958) o el premio de la Bienal de Venecia de 1964, que desplazan el arte desde la expresión de la interioridad (paradigma moderno) hacia un juego reflexivo con los límites mismos de lo que cuenta como obra. El marco conceptual articula sociología pragmática, análisis lexicométrico (los tres léxicos crítico-artísticos de Martin: clásico, moderno, contemporáneo) y la noción de ""ciencia normal"". Conceptos clave: paradigma, incompatibilidad entre paradigmas, conversión frente a demostración, transgresión ontológica, y la solidaridad entre dimensiones estéticas, jurídicas, económicas e institucionales que constituye ""la fuerza del paradigma"". Su tesis es que la disputa entre modernos y contemporáneos es irresoluble por argumentación, pues cada prueba solo vale dentro de su propio paradigma. El aporte central consiste en reencuadrar la controversia sobre el arte contemporáneo como una auténtica ""revolución artística"", descriptiva y no valorativa, cuyo alcance excede la naturaleza de las obras para abarcar todo el mundo del arte."
"Teoría","Holtaway - World-Forming and Contemporary Art (2021) [Routledge, ISBN 9780367628390].md","2010-2020 (prácticas artísticas y curatoriales analizadas)","Libro, 2021","Jessica Holtaway; Jean-Luc Nancy; Liberate Tate; Art Action UK; Arnolfini (Bristol); Georges Bataille; Hannah Arendt; Maurice Blanchot; Paolo Virno; Carl Schmitt; Jacques Rancière; Nicolas Bourriaud","Holtaway explora cómo el arte contemporáneo puede alterar los modos en que visualizamos y conceptualizamos el mundo y las relaciones sociales que lo configuran, frente a los aparatos del capitalismo global. Su tesis central, apoyada en la filosofía de Jean-Luc Nancy, es la de ""recomponer"" (recomposing) la imagen del mundo mediante la noción de ""world-forming"" (mondialisation frente a globalización). El libro traza una ""inclinación"" (incline) desde la ontología nanciana hacia lo político a través de tres conceptos —spacing (espaciamiento), exscribing (exscripción) y co-appearing (co-aparición)— y tres prácticas participativas estudiadas desde dentro: el colectivo activista Liberate Tate (contra el patrocinio petrolero de la Tate por BP), la práctica curatorial de Art Action UK (arte tras el desastre nuclear de Fukushima de 2011) y las prácticas institucionales y evaluativas del Arnolfini de Bristol (crítica a las Quality Metrics del Arts Council). El marco conceptual moviliza la ontología del ""ser singular plural"", la ""comunidad inoperante"", el ""desobramiento"" (unworking), la comunicación como ""contagio"" (Bataille) y el ""espacio de aparición"" de Arendt. Conceptos clave: separación compartida, exposición, intencionalidad no fenomenológica, retirada (retreat) y singularidad inaprehensible del arte. La autora defiende una investigación práctica y encarnada, que afirma la indivisibilidad de teoría y práctica, y sostiene que las intervenciones micropolíticas pueden desplazar los valores de las instituciones y suscitar cambio social. Su aporte es renovar la lectura de Nancy hacia lo institucional, mostrando cómo el arte sostiene una libertad crítica y una agencia abierta frente a la mercantilización neoliberal de la cultura."
"Teoría","Jelinek - This Is Not Art. Activism and Other «Not-Art» (2013) [I. B. Tauris, ISBN 9780755604920].md","Escena artística de Londres, décadas de 1990-2010 (contexto neoliberal)","Libro, 2013","Alana Jelinek; PLATFORM; George Dickie; Arthur Danto; Michel Foucault; Hannah Arendt; Clement Greenberg; Allan Kaprow; David Harvey; Pierre Bourdieu; Gregory Sholette; Alfred Gell","Jelinek, artista y teórica, escribe desde una perspectiva deliberadamente londinense para cuestionar los supuestos compartidos por el mundo del arte y el activismo sobre el arte ""político"" o ""ético"". Su tesis es que la mayor parte del arte contemporáneo que reclama radicalidad reproduce, en lugar de socavar, los valores y estructuras del neoliberalismo, fracasando a la vez como arte y como activismo. El libro, en seis capítulos, articula: (1) una descripción de cómo el mundo del arte —mercado, casas de subastas, bienales estatales— replica la privatización, liberalización comercial y desregulación neoliberales (con David Harvey, Gadrey, Callon, Velthuis); (2) la definición Institucional del arte (Dickie, Danto) de la tradición analítica angloamericana, que revela que la función del mundo del arte es definir y vigilar los límites del arte; (3) los modelos binarios marxistas del poder (Gramsci, Escuela de Frankfurt) frente a la concepción foucaultiana del poder como fluido y constitutivo; (4) la dicotomía Greenberg-Kaprow, ""arte"" versus ""vida"", estética versus ética, que propone colapsar. Conceptos clave: neoliberalismo, definición institucional, cliché de resistencia, disciplina, agencia y autonomía. Su aporte y posición: comprender la práctica artística como una disciplina formadora de conocimiento, con valores endógenos que permitan juzgar por sí misma qué es bueno, en lugar de ceder ese juicio al mercado o al Estado. Recurriendo a Arendt, Foucault y la antropología de Gell, defiende el poder singular del arte para narrar historias individuales, complejas y matizadas que subvierten la ortodoxia dominante y constituyen la esfera pública."
"Teoría","Keane - On Semiotic Ideology (2018) [Signs and Society].md","n/d (ejemplos históricos: Reforma protestante, Revolución bolchevique, Francia de mediados del s. XX)","Artículo académico, 2018","Webb Keane; Michael Silverstein; Charles Sanders Peirce; Richard Parmentier; Gregory Bateson; Pierre Bourdieu; Benedict Anderson; Christopher Ball; Susan Gal; Harvey Sacks; E. E. Evans-Pritchard","Keane revisa y sistematiza el concepto de ""ideología semiótica"", entendido como los supuestos subyacentes de las personas sobre qué son los signos, qué funciones cumplen y qué consecuencias producen. Su tesis central es que la ideología semiótica no es una falsa conciencia ni algo que unos poseen y otros no, sino una manifestación de la reflexividad inherente a la capacidad humana general de usar signos; varía histórica y socialmente y vincula los procesos semióticos generales con juicios éticos y políticos particulares. El objeto es articular la semiótica peirceana (las tres tricotomías: cualisigno/sinsigno/legisigno; icono/índice/símbolo; rema/dicente/argumento) con el análisis etnográfico y social. El marco conceptual retoma a Silverstein (ideología lingüística), Peirce, Bateson (mapa y territorio, negación de la mediación) y la ""economía representacional"". Conceptos clave: reflexividad, abducción, ground (fundamento del signo), affordances, rematización y dicentización (procesos de naturalización), y la ontología en disputa de los objetos del signo. Dos ejemplos vertebran el argumento: el análisis de la clase social en Bourdieu (el habitus como ícono indexical, donde analista y lego difieren sobre el objeto del signo corporal) y los choques religiosos —la campaña bolchevique de exhumación de reliquias, la Reforma— donde la propia existencia del objeto del signo está en disputa. Su aporte es mostrar que no hay ground determinado a priori de un signo: tomar un signo de cierta manera es tomar en serio el mundo que presupone y la vida que ese mundo recomienda, dotando a la existencia social de su carácter constructivo, incierto y conflictivo."
"Teoría","Keane - Perspectives on Affordances, or the Anthropologically Real. The 2018 Daryll Forde Lecture.md","n/d (casos: feminismo estadounidense de la segunda ola, fines de 1960; etnografía melanesia contemporánea)","Conferencia académica (Daryll Forde Lecture) publicada en HAU, 2018","Webb Keane; James J. Gibson; Daryll Forde; Franz Boas; Alfred Kroeber; Bruno Latour; George Herbert Mead; Rupert Stasch; Joel Robbins; Bambi Schieffelin; University College London; HAU: Journal of Ethnographic Theory","En esta conferencia Keane propone la ""perspectiva de las affordances"" (disposiciones o posibilidades de acción) como alternativa tanto al determinismo reductivo como a las versiones fuertes del constructivismo social, articulando un ""realismo antropológico"". Partiendo de la antropología de cuatro campos de Daryll Forde y de la distinción de Boas entre el conocimiento idiográfico del geógrafo y el nomotético del físico, plantea la pregunta por qué hace que algo sea una ""cuestión de interés"" (matter of concern, Latour) y para qué ""nosotros"". Su tesis: las personas descubren continuamente cosas sobre sí mismas y sus mundos que no pusieron allí, porque las affordances (Gibson, Mead) son propiedades objetivas y reales que solo existen como tales en combinaciones contingentes y relativas a las actividades y proyectos de un agente. Conceptos clave: potencialidad frente a determinación, proyecto, reflexividad, el ""nosotros"" emergente, y la coexistencia de significado y causalidad. Dos ejemplos desarrollan el argumento: la toma de conciencia (consciousness-raising) del feminismo estadounidense de fines de los 1960, donde la ira personal se reconfigura como crítica política y emerge un nuevo ""nosotras"" (apoyado en el experimento de Schachter y Singer sobre la epinefrina); y la ""doctrina de la opacidad"" de las mentes en Melanesia (Stasch, Robbins, Schieffelin), donde negar una affordance —el acceso a las intenciones ajenas— es en sí una respuesta ética y política que valora la autonomía. El aporte es una antropología realista pero no reductivista: el mundo excede nuestras conceptualizaciones, y los autodescubrimientos redefinen las fronteras de quiénes somos ""nosotros""."
"Teoría","Keane - Semiotics and the Social Analysis of Material Things (2003) [Language & Communication 23, pp. 409-425].md","n/d (trabajo de campo en Sumba, Indonesia; teoría social)","Artículo académico, 2003","Webb Keane; Charles Sanders Peirce; Ferdinand de Saussure; Jacques Derrida; Nancy Munn; Pierre Bourdieu; Alfred Gell; Michael Silverstein; Martin Heidegger; Karl Marx; Judith Irvine; Roman Jakobson","Keane examina cómo la semiótica peirceana puede contribuir al análisis social de los artefactos materiales, superando la persistente dicotomía entre ""espíritu"" y ""materia"", ideas y cosas, que él rastrea en el linaje que va de Saussure al posestructuralismo. Su tesis es que el modelo triádico de Peirce —al incluir el objeto de la significación— permite reintroducir la materialidad, la causalidad y la contingencia (el ""choque exterior"" que Peirce reprochaba a Hegel) sin caer en reduccionismos materialistas ni en el idealismo. El objeto de estudio son la iconicidad y la indexicalidad y su papel al mediar contingencia, causalidad y acciones posibles. Como ""iconos e índices en sí mismos no afirman nada"", sus funciones sociales dependen de su mediación por la ""Terceridad"" (orientación al futuro, ley general), lo que exige una teoría de las ideologías semióticas y su encarnación en ""economías representacionales"". Conceptos clave: cualisigno, bundling (empaquetamiento de cualidades), biografía de las cosas, naturalización (conversión de indexicalidad en iconismo), objetualización y semiotización. Recurre a Munn (valor y ""levedad"" en Gawa), Bourdieu (el connaisseur y el habitus), Marx y Heidegger (trabajo no alienado, útiles), y a su propio trabajo de campo en Sumba, donde signos que él tomaba por ""naturales"" eran interpretados como ""no naturales"", registro de intenciones de agentes. El aporte es doble: mostrar la historicidad implícita en la semiótica y reclamar un concepto más rico de las múltiples modalidades de objetualización en la vida social, contra las romantizaciones que la identifican solo con el capitalismo, la ciencia o el protestantismo."
"Teoría","Knox y Gambino - Infrastructure [entrada de enciclopedia, fuente sin confirmar].md","n/d (revisión teórica; casos desde el siglo XIX hasta la actualidad, incluyendo crisis del COVID-19 y la guerra en Ucrania)","Entrada de enciclopedia (antropología), c. 2023 (fecha sin confirmar)","Hannah Knox (University College London); Evelina Gambino (University of Cambridge); Brian Larkin; Bruno Latour; Susan Leigh Star; AbdouMaliq Simone; Ashley Carse; Stephen Collier; Nikhil Anand, Akhil Gupta y Hannah Appel; Penny Harvey; Anna Tsing; Duke University Press","Esta entrada enciclopédica ofrece una cartografía del campo emergente de la antropología de la infraestructura, argumentando que atender a las infraestructuras —carreteras, cables, tuberías, redes de datos, contratos— permite a la etnografía extender su análisis a través de múltiples escalas y estudiar sistemas de gran envergadura (Estado, capitalismo, colonialismo) sin abandonar la observación situada. Las autoras subrayan la ontología dual de la infraestructura, que es a la vez cosa material y relación entre cosas (Larkin: «matter that moves matter»), y su naturaleza relacional: siguiendo a Star y Ruhleder, no cabe preguntar «qué» es una infraestructura sino «cuándo» algo deviene infraestructural. El texto sintetiza marcos teóricos convergentes: teoría del actor-red, estudios de ciencia y tecnología, los «nuevos materialismos» y la STS feminista (Haraway, Barad, Stengers). Organiza la literatura en cuatro ejes. Primero, infraestructura y Estado: las obras públicas materializan y a la vez descosen la soberanía, y encarnan lógicas coloniales y de securitización (Collier, Von Schnitzler, Appel, Vaughn). Segundo, espacio/tiempo: las infraestructuras «trabajan sobre el tiempo», producen sublimidad tecnológica, promesa de futuro y compresión espacio-temporal, aunque la etnografía revela la lentitud y fricción reales del acelerar (Starosielski). Tercero, medio ambiente: bosques, suelo o agua se vuelven infraestructurales, vinculando la disciplina al Antropoceno (Carse, Tsing, Hetherington). Cuarto, infraestructuras contrapolíticas: prácticas bottom-up, de código abierto y de cuidado que reconfiguran la comprensión antropológica de la política (Simone). La conclusión recoge las críticas a la sobreextensión del concepto y aboga por detectar cuándo la cualidad infraestructural de las cosas empieza a importar."
"Teoría","Kosmala e Imas (eds.) - Precarious Spaces. The Arts, Social and Organizational Change [ISBN 9781783205936].md","Contemporáneo (décadas de 2000 y 2010, con referencia al modernismo latinoamericano de los años 1920-1930)","Libro editado (colección académica), 2016 (Intellect, Bristol/Chicago)","Katarzyna Kosmala y Miguel Imas (editores); Maria Ceci Misoczky (prefacio); Diana Brydon; Judith Butler; Zygmunt Bauman; Gregory Sholette; Claire Bishop; Grant Kester; Nicolas Bourriaud; Gonzalo Olmos y Valeria Biffi (capítulo sobre Lima); Intellect","Volumen colectivo interdisciplinario que examina la relación entre prácticas artísticas de base, precariedad y cambio social y organizacional en espacios periféricos, priorizando experiencias del Sur Global (Brasil, México, Perú, Argentina, Chile) para luego proyectarlas hacia el Norte. La introducción de Kosmala e Imas distingue, siguiendo a Butler, la precariedad como condición compartida de toda vida frente a la precarity políticamente inducida por el neoliberalismo, y moviliza a Bauman (modernidad líquida), Wacquant, Standing y Sholette (el «dark matter» de artistas fracasados que sostiene el mundo del arte) para conceptualizar el precariado como clase en formación. El marco estético central es la estética dialógica y relacional (Kester, Bourriaud, Bishop), donde el objeto artístico cede protagonismo al proceso participativo y a la especificidad de sitio (Kwon) como espacio de encuentro y coproducción, aunque los editores advierten sobre la cooptación neoliberal de la agencia política del arte. El capítulo teórico de Brydon articula autonomía relacional y planetariedad como categorías para reencuadrar el debate desde una ecología de saberes descolonial (Santos, Mignolo, Spivak). Las secciones «Emancipating» y «Resisting» reúnen estudios de caso: el Complexo da Maré y la Favela Painting en Río, la Autoconstrucción de Abraham Cruzvillegas en Ciudad de México, el FOLi Lab de la Bienal de Fotografía de Lima, campamentos Mbyá-Guaraní, fábricas recuperadas, activismo mediático (Mídia Ninja) y organización cultural en favelas. El aporte del libro es tender puentes entre teoría del arte, estudios organizacionales y urbanismo desde el Sur, evitando privilegiar los marcos filosóficos del Norte y proponiendo la indagación basada en las artes como método y como intervención transformadora hacia vidas más «vivibles»."
"Teoría","Kuoni (ed.) - Words of Wisdom. A Curator's Vade Mecum on Contemporary Art [Nueva York, ISBN 9780916365608].md","1975-2001 (veinticinco años de práctica curatorial y expositiva)","Libro (antología de ensayos curatoriales), 2001 (Independent Curators International, Nueva York)","Carin Kuoni (editora); Judith Olch Richards (ICI); Jean-Christophe Ammann; Harald Szeemann; Hans-Ulrich Obrist; Thelma Golden; Hou Hanru; Mari Carmen Ramírez; Gerardo Mosquera; Lucy Lippard; Mary Jane Jacob; Robert Storr; Jean-Hubert Martin; Seth Siegelaub; Independent Curators International (ICI)","Antología publicada por Independent Curators International (ICI) con motivo de su 25º aniversario, que reúne alrededor de sesenta ensayos breves de curadores internacionales de contemporáneo, concebida como un vade mecum —manual portátil de oficio, en analogía con los manuales gremiales medievales— dirigido especialmente a curadores jóvenes. Kuoni plantea en la introducción una paradoja fundacional: el libro «no debería existir», pues de los textos se desprende que en el trabajo curatorial no hay reglas y que toda exposición solo aborda las cuestiones del momento particular en que se creó, de modo que codificar estrategias contradice ese talante ahistórico. A los colaboradores se les propuso responder a un cuestionario sobre audiencia, financiamiento, marco institucional, responsabilidad y rendición de cuentas, y el correo electrónico sirvió como vehículo informal de ideas jotadas rápidamente. El volumen contextualiza la historia expositiva reciente: los intercambios transatlánticos de los años setenta y ochenta (Martin: Paris-New York, Paris-Moscou), los primeros ensayos multiculturales (Les Magiciens de la Terre, The Decade Show), las «culture wars» estadounidenses, la exposición site-specific (Jacob: Places with a Past) y el arte de nuevos medios y web. Las contribuciones oscilan entre visiones del curador como agitador cultural, «comadrona», antropólogo visual o corrector del canon dominado por el mercado, y enfatizan recurrentemente el privilegio de trabajar con los artistas vivos. Los curadores más jóvenes reclaman inversión a largo plazo y exposiciones entendidas como constructos volátiles y discursivos. El ejemplo de Ammann ofrece veintiséis máximas (confiar en el arte y no en los discursos, entrenar la intuición, evadir el zeitgeist). El aporte del libro reside en registrar, sin jerarquizar, la pluralidad contradictoria del oficio curatorial contemporáneo."
"Teoría","Larkin - The Politics and Poetics of Infrastructure (2013) [Annual Review of Anthropology 42, pp. 327-343].md","n/d (reseña teórica; ejemplos del siglo XIX a la contemporaneidad)","Artículo académico (reseña), 2013 (Annual Review of Anthropology 42, pp. 327-343)","Brian Larkin (Barnard College, Columbia University); Susan Leigh Star; Thomas Hughes; Bruno Latour; Roman Jakobson; Michel Foucault; Achille Mbembe; Nikhil Anand; Antina von Schnitzler; Stephen Collier; Rudolf Mrázek; Walter Benjamin; Annual Review of Anthropology","Artículo de reseña que se ha vuelto seminal para la antropología de la infraestructura. Larkin define las infraestructuras como formas materiales que posibilitan el intercambio sobre el espacio: redes construidas que canalizan bienes, personas, ideas, desechos y capital, y cuya ontología es dual, pues son a la vez cosas y la relación entre cosas. Sostiene que definir una infraestructura es siempre un acto categorial y epistemológico, ya que las redes son recursivas y dispersas (el ejemplo del computador y la electricidad). El texto traza tres grandes aproximaciones. Primero, el pensamiento sistémico y la tecnopolítica: apoyándose en Hughes, la STS y la teoría del actor-red, y en el liberalismo foucaultiano como gobierno que se autodisimula, revisa etnografías del agua (Anand en Mumbai, «ciudadanía hidráulica»; Von Schnitzler y el medidor como productor de un «sujeto calculador» en Soweto) y la biopolítica de la electricidad soviética (Collier). Segundo, y su aporte más original, la «poética» de la infraestructura: retomando la función poética de Jakobson, argumenta que la forma se desliga de la función técnica y que las infraestructuras operan sobre el deseo, la fantasía y el sublime tecnológico, generando la promesa de modernidad y sus abyecciones (Mrázek, Mbembe, el «desdoblamiento» donde la tubería deviene documento). Tercero, la estética como aisthesis: recuperando a Buck-Morss, describe cómo los materiales (hierro, concreto, luz) producen experiencias sensoriales y ambientales de la modernidad. Larkin refuta la tesis de la invisibilidad de la infraestructura (Star), mostrando su hipervisibilidad, y concluye que la elección metodológica sobre qué es infraestructura es una cuestión teórica de primer orden."
"Teoría","Leone, Keane y Nakassis - Semiotic Ideology. A Dialogue across Semiotic Traditions.md","n/d (diálogo teórico; recorrido histórico del concepto de ideología desde fines del siglo XVIII hasta el presente)","Diálogo académico (transcripción editada de una sesión del 23 de junio de 2025), publicado en 2025","Massimo Leone (Università di Torino); Webb Keane (University of Michigan); Constantine V. Nakassis (University of Chicago); Simona Stano; Michael Silverstein; Umberto Eco; Charles S. Peirce; Karl Marx; Destutt de Tracy; Fondazione Bruno Kessler (Trento); Lexia","Transcripción editada de un diálogo entre el semiótico continental Massimo Leone y el antropólogo lingüístico Webb Keane, moderado y prologado por Constantine Nakassis, que explora convergencias y divergencias entre la semiótica continental (Saussure, Greimas, Lotman, Eco) y la antropología lingüística norteamericana peirceana en torno a la noción de «ideología semiótica». Nakassis reconstruye la genealogía del término ideología: de la «ciencia de las ideas» materialista y antimetafísica de Destutt de Tracy, pasando por la resignificación peyorativa que impuso Napoleón vía enregisterment, hasta la doble crítica marxiana en La ideología alemana. Argumenta que la ideología no es falsa conciencia ni epifenómeno, sino mediación performativa constitutiva de lo social —ejemplificada en el fetichismo de la mercancía—, y que su espacio problemático coincide con el de la semiótica misma. Keane sostiene, desde el pragmatismo peirceano, que la semiosis importa menos por lo que nombra que por lo que trae al ser; introduce su concepto de «economía representacional» (transformaciones causales no significantes que reconfiguran las affordances del sentido, como la fotografía respecto de la pintura) y sitúa la abducción no como método hermenéutico del analista sino como el proceso cotidiano, falible y dialógico por el que la gente da sentido a los signos (rhema, dicent, argumento como modos de ideología semiótica). Ambos aceptan que el análisis es él mismo situado e ideológico, rechazando el objetivismo. Leone describe la ideología semiótica como espacio de tensión entre el yo-tú dialógico y la enunciación en tercera persona (el «it»), y como trampolín de autorreflexividad existencial. El debate aborda además la disolución del concepto de cultura y la unidad social de la ideología, implícita en las prácticas."
"Teoría","Marcus - Arte, etnografía y diseño. Reconfigurando el arte y la antropología hoy.md","n/d (práctica etnográfica contemporánea desde los años 1980 hasta la década de 2010)","Capítulo/ensayo académico, c. 2015 (traducción al español de Sidney Evans, revisión de Giuliana Borea)","George E. Marcus (Center for Ethnography, University of California, Irvine); James Clifford; Claire Bishop; Nicolas Bourriaud; Hal Foster; Kim Fortun; Michael Fischer; Luke Cantarella; Christine Hegel; Anna Tsing; Bruno Latour; Cultural Anthropology (Writing Culture)","Ensayo en que George Marcus reflexiona, desde el legado de Writing Culture (1986) y su balance en el 25º aniversario (Duke, 2011), sobre la convergencia entre el método etnográfico y las prácticas del arte contemporáneo y el diseño. Su preocupación no es una antropología del arte ni como arte, sino cómo los métodos colaborativos de taller y el arte conceptual site-specific se infiltran en la producción etnográfica, incentivando un «hacer» activo con otros durante el trabajo de campo, en las formas intermedias que median entre las notas de campo privadas y el texto etnográfico terminado. Marcus identifica cuatro tendencias post-ochenta en la etnografía y privilegia la cuarta —la colaboración— que convierte al informante en «socio epistémico» y a la teoría en forma primaria del dato (para-etnografía). Recupera y reencuadra su noción de etnografía multisituada (1995): ya no como seguimiento literal de procesos entre sitios, sino como construcción de micropúblicos, recepciones y «encuentros productivos» mediante «artilugios» (gizmos) que trasladan prototipos de pensamiento antes de su «anclaje» en la autoridad académica. Relata los experimentos del Center for Ethnography (UCI): colaboración, pedagogía, terceros espacios, parasitios, plataformas digitales (los Asthma Files de los Fortun). Dialoga con Artificial Hells de Claire Bishop y con el ensayo de Hal Foster «The Artist as Ethnographer?», sosteniendo que el arte participativo comparte con la etnografía el problema de generar públicos secundarios. Concluye con el proyecto ejemplar «214 Sq. Ft.» (coescrito con Cantarella y Hegel), instalación inmersiva sobre familias sin techo en el condado de Orange que, itinerando por sitios diversos, elicita etnográficamente la conciencia de la desigualdad entre los privilegiados, reformulando la «inmersión» como «amplificación»."
"Teoría","Marcus y Holmes - Collaboration Today and the Re-Imagination of the Classic Scene of Fieldwork Encounter (2008).md","Décadas de 1990-2000 (presente etnográfico contemporáneo)","Artículo académico, 2008","Douglas R. Holmes; George E. Marcus; David ""Bert"" Westbrook; Marc Abélès; Justin Richland; Pascal Lamy; Collaborative Anthropologies (University of Nebraska Press); Center for Ethnography (UC Irvine); proyecto Late Editions (Rice University); OMC","Holmes y Marcus proponen reconceptualizar la colaboración como núcleo de un ""refuncionamiento"" (refunctioning) de la etnografía, más allá de dos sentidos que rechazan: la colaboración implícita y desigual del trabajo de campo malinowskiano clásico, y la ideología contemporánea del trabajo colectivo como mero entorno de investigación. Su tesis central es que la etnografía actual opera en comunidades epistémicas y de expertise (bancos centrales, laboratorios, ONG, espacios de arte, burocracias) donde los sujetos son ya reflexivos y practican una ""para-etnografía"": poseen una conciencia analítica y curiosidad que anticipa interlocutores. El concepto clave es la deferencia a la apropiación (deferral to appropriation): el etnógrafo debe ceder ante los marcos conceptuales de sus sujetos-socios epistémicos para que la investigación avance. El argumento se despliega narrativamente a través de la relación de los autores con el jurista Westbrook, quien, al escribir Navigators of the Contemporary, los ""apropió"" como informantes, invirtiendo la autoridad etnográfica y funcionando como simulacro o prototipo para pensar el trabajo de campo colaborativo. Recorren su genealogía intelectual (el proyecto Late Editions de los noventa, la etnografía multisituada, el tropo de la ""complicidad"") y ejemplifican con proyectos posteriores a 2000: la etnografía de Holmes sobre los bancos centrales y sus ""alegorías econométricas"" y el inflation targeting, y las intervenciones ""para-site"" del Center for Ethnography en la formación doctoral. Cierran con su participación en un estudio etnográfico de la OMC. El texto se posiciona como una reformulación de la escena clásica del encuentro de campo, sustituyendo el ""punto de vista del nativo"" por una negociación conceptual mutua con sujetos-interlocutores expertos."
