"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Cap 3 - Análisis/Fuentes ETH","Video - Elena Tejada-Herrera. Episodio 16 de un pódcast [transcripción].transcripcion.md","2019-2024 (con referencias biográficas a 2001-2020)","Transcripción de pódcast (Artistas por Artistas, ep. 16), s/f (posterior a 2024; transcrita 2026-07-08)","Elena Tejada-Herrera; Lorena (conductora); Virginie Despentes; Guerrilla Girls; Giselle Girón; Eyvi Ágreda; Casa Trans Zulema; Bienal de Berlín (11ª); MAC Lima; Premio ICPNA Arte Contemporáneo; Municipalidad de Santa Anita","Entrevista radial-podcast en la que Elena Tejada-Herrera comenta, en primera persona, la genealogía conceptual de su producción reciente y expone su método de trabajo participativo y consensuado. El eje del diálogo es una serie de proyectos feministas y antipatriarcales que articulan violencia de género, autodefensa y una estética deliberadamente seductora: Queen Kong (2019), la reapropiación humorística de la figura del gorila -tomada de las Guerrilla Girls y releída con Virginie Despentes-; la videoinstalación de tres canales They Sing, They Dance, They Fight (11ª Bienal de Berlín, 2020), detonada por el feminicidio de Eyvi Ágreda; y las series Vampiras y The Singing Vampires. La artista teoriza la 'belleza como arma revolucionaria', estrategia para bajar la guardia del prejuicio -particularmente el que recae sobre la inmigrante- y habilitar la escucha del discurso. Un segundo bloque aborda su giro ecológico y del cuidado: la muestra Descuidos y cuidados. Paisajes domésticos (Santa Anita, 2024, curaduría de Giselle Girón) y la pieza Descuidos domésticos, festivos fracasos (Premio ICPNA de Arte Contemporáneo, 2023), donde ensambla objetos reciclados, sensores de humedad, animaciones y rapeos que autocritican el paisaje plástico y las relaciones norte-sur. Tejada-Herrera vincula estas obras a la filosofía del buen vivir (Abya Yala), al 'yo soy porque somos' y a una preocupación por las infancias y el adulto mayor, ligada al duelo por su madre. El testimonio es fuente primaria valiosa para reconstruir su poética del consentimiento, su tránsito de la performance irruptiva al bioarte tecnológico y su posición dentro del arte participativo contemporáneo peruano."
"Cap 3 - Análisis/Fuentes ETH","Vilela Torres - La posibilidad política del cuerpo. La performance de Elena Tejada-Herrera entre 1997 y 2001 [tesis de maestría en Historia del Arte, PUCP, asesora Florencia Portocarrero].md","1997-2001 (dictadura de Fujimori)","Tesis de maestría en Historia del Arte (PUCP), ca. 2019","María del Carmen Vilela Torres; Florencia Portocarrero; Elena Tejada-Herrera; Eduardo Villanes; Natalia Iguíñiz; Gustavo Buntinx; Emilio Tarazona; Teresa Arias Rojas; Jorge Villacorta; Max Hernández Calvo; Rocío Silva-Santisteban; Amelia Jones","Tesis de maestría que sostiene que la performance inicial de Elena Tejada-Herrera (Lima, 1969), producida entre 1997 y 2001, resulta novedosa en el arte político peruano porque constituye a la mujer en sujeto discursivo capaz de un comentario crítico de lo colectivo desde lo personal, mediante una sensibilidad nueva donde lo emotivo y lo abyecto se vuelven operativos. El corpus analizado -Señorita de buena presencia busca empleo (1997), Recuerdo (1998), Bomba y bataclana en la danza del vientre (1999), Man in Paris (1999), La manera en que decenas de personas miran a una mujer desnuda (2000), La mujer yo-yo, Girlboy y Fronteras (2000)- se lee contra el trasfondo de la dictadura fujimontesinista, la prensa chicha, la figura de la 'bataclana' y la 'basurización simbólica' (Silva-Santisteban). Vilela articula un enfoque histórico-crítico con estudios de género, apoyándose en las nociones de identidad de Amelia Jones y de micropolítica y subjetividad de Guattari y Rolnik, y en 'lo político' como práctica de resistencia (Foster). Distingue performances irruptivas, videoperformances e institucionales, y traza genealogías con Eduardo Villanes (Gloria evaporada), Natalia Iguíñiz y el grupo Chaclacayo/Sergio Zevallos. Argumenta que la artista desafía el canon masculino del arte político peruano al poner literalmente el cuerpo -desnudo, abyecto, paródico- como territorio político y vehículo reivindicativo, tensionando lo público y lo privado y desprofesionalizando la estética. Su aporte es consolidar a Tejada-Herrera y a la performance femenina en una historiografía del arte peruano que las ha marginado, dialogando con Tarazona, Arias, Villacorta y Hernández Calvo."
"Cap 3 - Análisis/Fuentes ETH","Web - Emergencia (1999), de un anónimo semiindustrial. Pieza del mes de Micromuseo con texto de Gustavo Buntinx.txt","1998-2000 (fujimorato tardío; exposición de 1999)","Ficha/ensayo de 'pieza del mes' (web Micromuseo), s/f (recopila textos de 1997 y del catálogo de 1999)","Gustavo Buntinx; MICROMUSEO; Elena Tejada-Herrera; James Bonachea; Colegio de Periodistas de Lima; Alberto Fujimori; Vladimiro Montesinos; Colectivo Sociedad Civil; Bienal Iberoamericana de Lima; Sophia Durand","Texto curatorial de Gustavo Buntinx, publicado como 'pieza del mes' en la web de MICROMUSEO, que resignifica una circulina -luminaria rotatoria roja de origen semiindustrial, object trouvé sin marca comercial- convertida en obra bajo el título Emergencia (1999). El artefacto fue el emblema estratégico, situado en el ingreso, de la exposición autogestionaria Emergencia artística. Arte crítico 1998-1999, organizada por MICROMUSEO y curada por Buntinx en la deteriorada Casa de las Trece Puertas (antiguo Colegio de Periodistas de Lima), del 27 de octubre al 14 de noviembre de 1999, en paralelo a la Bienal Iberoamericana de Lima. El ensayo enfatiza la precariedad material de la muestra -acondicionada con dos mil dólares recaudados entre diecinueve artistas- y su función de resistencia simbólica frente a la perpetuación de Fujimori y Montesinos tras el autogolpe de 1992. Buntinx lee la circulina como objetualización cinética del miedo colectivo y la (auto)censura: 'Fuego, accidente, persecución, fuga', un rojo haz que alerta pero también hipnotiza y paraliza. Documenta que la carcasa fue golpeada por un visitante -huella valorada como marca de época- y que la pieza, sustraída durante el desmontaje, fue recuperada como reliquia. La postdata conecta el gesto con la intervención de James Bonachea en la Plaza de la Democracia y con las víctimas del incendio del Banco de la Nación (28 de julio de 2000). Fuente primaria clave sobre el arte crítico antifujimorista y el ecosistema que gestó al Colectivo Sociedad Civil y Lava la bandera, con participación de Tejada-Herrera."
"Cap 3 - Análisis/Fuentes ETH","Web - Las reglas para romperlas. Folleto de la muestra de Elena Tejada-Herrera curada por Miguel López, 17 de julio al 24 de agosto de 2025.txt","2001-2024 (obra de más de veinticinco años; núcleo en 2019)","Folleto/texto de exposición, 2025","Elena Tejada-Herrera; Miguel A. López (curador); ICPNA (Premio ICPNA Arte Contemporáneo 2023); 11ª Bienal de Berlín","Texto curatorial de Miguel A. López para el folleto de la exposición Las reglas para romperlas (17 de julio al 24 de agosto de 2025), retrospectiva parcial de Elena Tejada-Herrera. López posiciona a la artista como una de las voces más desafiantes del presente y subraya el carácter radicalmente interdisciplinario e 'indisciplinado' de una obra que, desde inicios de los años noventa, desdibuja los límites entre lenguajes para construir universos provocadores. Identifica como constante la exploración del cuerpo y de las interacciones sociales que modelan comportamiento y deseo, ofreciendo reflexiones sobre la vulnerabilidad, las dinámicas de poder y las formas de contrarrestar una estructura social patriarcal y misógina. La muestra reúne obras de veinticinco años nunca antes vistas en Lima, con la videoinstalación They Sing, They Dance, They Fight (2019), comisionada para la 11ª Bienal de Berlín, como pieza central: un montaje de feminidad disidente donde las mujeres cantan, entrenan, practican autodefensa y danzas rituales andinas como la Danza de las Tijeras. Un espíritu afín recorre Las reglas para romperlas (2019), que entrelaza tango queer con partidos de fútbol de reglas subvertidas. Se incluye obra en papel de 2001-2024 (Virginia, Chicago, Florida, Lima) con tempranas exploraciones de dibujo digital, la serie Vampiras (2019) con figuras míticas -sirenas, vampiros, unicornios- y dibujos recientes inspirados en corrientes filosóficas de Abya Yala. López, recordando que la artista ganó el Premio ICPNA Arte Contemporáneo 2023, reclama la urgencia de una revisión integral de una de las trayectorias más influyentes del arte contemporáneo peruano."
"Cap 3 - Análisis/Fuentes ETH","Web - Lista de enlaces a videos de Elena Tejada-Herrera en YouTube.txt","1998 y posteriores (registros de performances, p. ej. Recuerdo, 1998)","Documento de trabajo / lista de enlaces (web, YouTube), s/f","Elena Tejada-Herrera; YouTube","Documento auxiliar de investigación que compila cuatro enlaces a la plataforma YouTube con registros audiovisuales vinculados a la obra de Elena Tejada-Herrera, presentados primero de forma individual y luego concatenados en una sola cadena de URLs. Los recursos aparecen rotulados con títulos abreviados que permiten identificar su contenido: 'recuerdo', que remite al registro en video de la performance Recuerdo (1998) realizada en el Patio de Letras de la Universidad Nacional Mayor de San Marcos intervenida militarmente; 'bios de artista', correspondiente a un material en el que la artista reflexiona sobre por qué su performance no es actuación; 'no te olvides recordarme'; y 'conversatorio', que apunta a un registro de diálogo público. No se trata de un texto analítico ni de una fuente discursiva en sentido estricto, sino de un instrumento de trabajo -una lista de referencias digitales- cuyo valor para la catalogación es estrictamente documental y logístico: facilita la localización y el visionado de las fuentes audiovisuales primarias que sustentan el estudio de la performance de Tejada-Herrera. En términos metodológicos, el archivo funciona como índice de acceso a un corpus de video disperso en la web, útil para verificar registros, cotejar transcripciones y reconstruir la cronología de las acciones de la artista. Su carácter fragmentario y desprovisto de metadatos (fechas, autoría del registro, duración) obliga a contrastarlo con fichas institucionales -como las de MICROMUSEO o Proyecto AMIL- para asignar procedencias fiables. Se conserva, por tanto, como pieza de aparato crítico y no como fuente de contenido interpretativo autónomo dentro del expediente."
"Cap 3 - Análisis/Fuentes ETH","Web - Recuerdo (1998), de Elena Tejada-Herrera. Ficha de Micromuseo sobre el registro en video de la performance en San Marcos intervenida.txt","1998 (dictadura de Fujimori; universidades intervenidas)","Ficha de obra / sinopsis oficial (web Micromuseo, sección 'Videos en cabina'), s/f","Elena Tejada-Herrera; Gianinno Corvetto (cámara); MICROMUSEO; Universidad Nacional Mayor de San Marcos; Gustavo Buntinx; Colegio de Periodistas de Lima","Ficha catalográfica de MICROMUSEO ('Videos en cabina') dedicada a Recuerdo (1998), registro en video -de 3 minutos y 58 segundos- de una performance de Elena Tejada-Herrera con cámara de Gianinno Corvetto, integrado a la Colección MICROMUSEO. La entrada consigna los datos técnicos y de procedencia de la pieza y reproduce la sinopsis oficial redactada por la propia artista, que constituye el núcleo testimonial del documento. Según esa sinopsis, la acción se realizó durante la dictadura de Fujimori, cuando todas las universidades estatales estaban ocupadas por los militares; los estudiantes y profesores cuyos nombres y rasgos la artista menciona en la acción habían sido torturados y asesinados, en clara alusión al contexto de violencia estatal y a casos como La Cantuta. Tejada-Herrera describe haberse introducido dentro de una bolsa de plástico, alternando el canto de una canción de amor con silencios y con el sonido de una radio portátil, permaneciendo a ratos inmóvil y a ratos en movimiento. El dato político decisivo que la ficha subraya es que la performance se ejecutó en una universidad estatal -el Patio de Letras de San Marcos- con los militares en las cercanías, de modo que 'el público era su única protección'. La ficha precisa además que el video se exhibió por primera vez en Emergencia artística. Arte crítico 1998-1999, la muestra autogestionaria organizada por MICROMUSEO y curada por Gustavo Buntinx en el Colegio de Periodistas de Lima a fines de 1999. Fuente primaria breve pero cardinal para documentar el vínculo entre cuerpo, duelo, memoria y resistencia antifujimorista en la obra de la artista."
"Cap 3 - Análisis/Fuentes JV","Campuzano - Museo Travesti del Perú (2007).md","Época prehispánica, colonial, republicana y siglo XX hasta 2007 (énfasis colonial y años 1980-2000)","Libro-catálogo de artista / museo portátil, 2007 (primera edición, diciembre 2007)","Giuseppe Campuzano; Gustavo Buntinx; Manuel Munive Maco; Christian Bendayán; Cecilia Noriega Bozovich; Jaime Higa; Javier Sotomayor (Javi Vargas); Felipe Guamán Poma de Ayala; Juan de Santacruz Pachacuti; María Rostworowski; Institute of Development Studies; Comisión de la Verdad y Reconciliación; MRTA / Sendero Luminoso","Libro-objeto y proyecto museográfico portátil de Giuseppe Campuzano (iniciado en 2003, publicado en 2007) que ensaya una contrahistoria del Perú a partir de la figura del travesti, propuesta como bisagra de una nación fracturada y clave hermenéutica para leer colonización, mestizaje y resistencia. Bajo la tesis de que «toda peruanidad es travestismo», el volumen se organiza como muestrario, glosario, archivo y estadística, y despliega nueve atributos travestis (terapéutico, poder, dualidad, emplumado, preceptivo, épico, mestizaje, coreografía, revolución) que sustituyen la causalidad lineal por genealogías reversibles. Campuzano articula una arqueología de los maquillajes y una filosofía de los cuerpos, cruzando iconografía moche (el berdache, el huaco-curandera), cronistas coloniales (Guaman Poma, Santacruz Pachacuti), las tapadas, los arcángeles arcabuceros, danzas travestis andinas y la persecución contemporánea. El marco conceptual mezcla decolonialidad, Baudrillard (seducción, reversibilidad), Foucault y la crítica al museo occidental como cámara de exotización y catalogación excluyente. El aparato visual dialoga con obras de Bendayán, Cecilia Noriega (Todos somos presidenciables), Jaime Higa y los grabados de Javier Sotomayor (La falsificación de las Tupamaro), acompañados de textos de Buntinx sobre aura, travestismo y NN. El archivo documenta el asesinato de travestis por el MRTA en Tarapoto (1989) y registros represivos coloniales y republicanos, integrando el Informe Final de la CVR. La posición del texto es abiertamente política: reivindica una ciudadanía travesti y convierte el patrimonio disidente en herramienta de empoderamiento, desestabilizando el binarismo de género desde una perspectiva mestiza y del Sur frente a la teoría queer anglosajona."
"Cap 3 - Análisis/Fuentes JV","Campuzano - Transvestite Museum of Peru. Processes of Sexed Art, the Political Body, and the Transvestite Nation [EN, introducción de Miguel A. López, traducción de Max Hernández Calvo].md","Proyecto 2003-2010 y sus derivas; referentes prehispánicos, coloniales (desde 1566) y persecuciones de 1966-1996","Ensayo en catálogo/antología académica (versión en inglés), posterior a 2013 (ca. 2015)","Giuseppe Campuzano; Miguel A. López (introducción); Max Hernández-Calvo (traducción); Germain Machuca; MALI; Universidad Nacional Mayor de San Marcos; Institute of Development Studies (Brighton); ICOM; Comisión de la Verdad y Reconciliación; Ollanta Humala; Lourdes Flores; Alan García","Versión en inglés del ensayo programático de Giuseppe Campuzano sobre el Museo Travesti del Perú (2003 y en curso), precedida por una introducción de Miguel A. López y traducida por Max Hernández-Calvo. López sitúa a Campuzano como filósofo, drag queen y activista que, desde fines de los ochenta, convierte su cuerpo transgénero en «revolución portátil» y archivo de ficciones recicladas, desplazando la discusión sobre disciplinamiento estatal del cuerpo desde la modernidad europea (siglos XVIII-XIX) hacia la colonización, racialización y acumulación primitiva del siglo XVI, cuando funcionarios coloniales ya normaban el género binario (1566). El propio Campuzano expone las preguntas fundantes del proyecto: por qué asumir el sustrato «museo» pese a su carga de saqueo, exotismo y elitismo, y cómo articular una política desde la sexualidad. Concibe el museo como caballo de Troya que se traviste para transformarse desde dentro, mimando primero las estrategias del museo y luego las de la prensa. Describe intervenciones concretas: la exhibición en el Museo de Sitio de la Batalla de Lima, la caseta frente al MALI, el plantón de 2006 durante las elecciones (Humala, Lourdes Flores, García) cubriendo con cuerpos y recortes de prensa cuatro décadas de persecución travesti, y despliegues en San Marcos, Brighton, La Habana, Santiago y Madrid. El marco es decolonial y cuir del Sur, con el cuerpo «in transit» «cuya naturaleza es incertidumbre». Frente a la teoría queer blanca, reivindica androginia ritual indígena, danzas, tapadas y santas apócrifas. Aporta una museología disidente que politiza memoria, archivo y nación sexuada."
"Cap 3 - Análisis/Fuentes JV","Carvajal, Fernanda - Políticas de la infección [Errata 12, Desobediencias sexuales].txt","Guerra interna 1980-2000 (masacre de Las Gardenias, 1989) y obras de Javi Vargas 2011-2014","Ensayo en revista (Errata #12, Desobediencias sexuales), 2014 (escrito Buenos Aires, julio 2014)","Fernanda Carvajal; Javi Vargas; Sergio Zevallos; Giuseppe Campuzano; Colectivo Contranaturas; MRTA; Sendero Luminoso; Comisión de la Verdad y Reconciliación; Casa Brescia / Espacio 02; Rachel McCullough; Didier Eribon; Gabriel Giorgi; Michael Horswell; Gayle Rubin; revista Cambio","Ensayo de Fernanda Carvajal (2014) que analiza las video-performances Letanías doradas (devociones de las Chuquichinchay) y Letanías falladas (mostacero waminka/waminka terruka), realizadas por Javi Vargas en 2013 en la ruinosa Casa Brescia (Espacio 02), en diálogo con Sergio Zevallos. La tesis central es que Vargas practica una «política de la infección»: mediante el desenfoque visual y sonoro inocula una crisis celular en los grandes relatos de la izquierda insurreccional y de la oficialidad estatal surgidos de la guerra interna (1980-2000). El objeto de estudio es la masacre de ocho travestis y parroquianos del bar Las Gardenias (Tarapoto, 1989) a manos del MRTA, leída como crimen higienista y pánico moral que, sumado a la epidemia del sida, marca al cuerpo marica como sacrificable. Vargas reelabora la iconografía viril de Túpac Amaru II —virilizada por el velasquismo y retomada por el MRTA— travistiéndola (La falsificación de las Tupamaro) y convirtiendo su boca en glory hole. El marco conceptual articula abyección (Eribon, Halperin), injuria y vergüenza, animalización (Giorgi, Derrida), la deidad felina Chuquichinchay y el saber ritual andino sobre la ambivalencia sexual (Horswell, Santacruz Pachacuti, Campuzano). Analiza la palabra «mostacero», el emplumamiento como pena de vergüenza pública colonial resignificada en placer, y el insulto racializado «terruco» (Aguirre). Carvajal defiende que Vargas no transgrede sino que enuncia desde el afuera de la norma, transmutando la injuria y exhibiendo el entrelazamiento de heteronormatividad, racismo y violencia política, contra la pacificación liberal de las memorias."
"Cap 3 - Análisis/Fuentes JV","Carvajal, Fernanda - Sedición onírica. Vanguardia, temporalidad e historia en la obra reciente de Javi Vargas (2024) [Diferencia(s) 18, pp. 21-44].md","Obras de Javi Vargas 2013-2022; guerra interna 1980-2000; referentes coloniales (1655, 1687) y prehispánicos","Artículo académico (Diferencia(s). Revista de teoría social contemporánea, 18), 2024 (recibido 03/03/2024, aprobado 30/05/2024)","Fernanda Carvajal (IIEGE-CONICET); Javi Vargas; Giuseppe Campuzano; Germain Machuca; Max Lira (Primakabra); Carlos Milla Villena; José María Arguedas; César Moro; Pablo Oyarzún; Susan Buck-Morss; María Rostworowski; Michael Horswell; Yeguas del Apocalipsis; MRTA","Artículo académico de Fernanda Carvajal (Diferencia(s) 18, 2024) que interroga el legado de las vanguardias como fenómeno político-cultural a partir de la obra reciente de Javi Vargas. La tesis sostiene que Vargas recodifica la relación entre trauma y temporalidad, descentrando la categoría moderna de vanguardia y reorganizándola desde sus bordes sexualizados, para atisbar una noción espiralada del tiempo que excede la oposición lineal/circular y halla en los sueños una vía epistemológica y de regeneración somática y política. Retomando la distinción de Buck-Morss entre vanguardia artística y política, la noción de «historia como catástrofe» de Oyarzún, y las tesis arqueoastronómicas de Carlos Milla Villena sobre la Chakana, el pacha y la Geometría Sagrada andina, Carvajal lee un corpus que va de Letanías falladas/doradas (2013) a las fotoperformances Para sembrar el mar de luces moribundas (2015), Terremoto y sodomía (2015), Huayco epidemia (2017) y los retablos-chakana (Taqui Onkoy, Chuquichinchay y el Antropoceno sexual, 2022). El marco conceptual entrelaza la injuria queer como dispositivo de animalización, la deidad felina Chuquichinchay y la voz illa de Arguedas, y sobre todo El sueño del pongo, cuya escena de embadurnamiento y lamido leído como «sedición onírica» y justicia erótica anticolonial. Analiza además la performance Las dos Fridas–Sangre/Semen–Línea de vida de Campuzano y Machuca (2013) y los conceptos quechuas chhullu y tinkuy. El aporte reside en conectar crítica sexo-ecológica, memoria de la guerra interna y cosmología andina para pensar un tiempo multidireccional que desafía el progreso capitalista."
"Cap 3 - Análisis/Fuentes JV","Crónicas de la Diversidad 44 (mayo 2024). Dossier sobre Javi Vargas: el arte travesti y marrón por Jesús Álvarez, reseña de Florecen luces por Malú Machuca y entrevista.md","Trayectoria de Javi Vargas 1972-2024 (con foco en 1996-2024); referentes prehispánicos, coloniales y guerra interna 1980-2000","Revista digital / dossier (Crónicas de la Diversidad, núm. 44, especial Mes de los Museos), mayo 2024","Javi Vargas Sotomayor; Jesús Álvarez (Chocollo); Malú Machuca Rose; Vero Ferrari; Gustavo Ochoa; Javier Muñoz-Díaz; Ricard Huerta; Germán Navarro Espinach; Miguel A. López; Fernanda Carvajal; Giuseppe Campuzano; Paul Flores; María Burela; Colectivo Contranaturas / Aguaitones; ICPNA; Museo Reina Sofía; Museari","Número 44 (mayo 2024) de la revista digital limeña Crónicas de la Diversidad, especial «Mes de los Museos», cuyo dossier central está dedicado a Javi Vargas Sotomayor. Reúne el ensayo de Jesús Álvarez (Chocollo), «Forjar imaginarios políticos y culturales desde nuestras memorias andinas y amazónicas: el arte travesti y marrón de Javi Vargas», que enmarca la obra en la crítica a la herida patriarcal-colonial y al capitalismo rosa; una reseña de Malú Machuca del libro Florecen luces sobre nuestras pieles (ICPNA, 2023, textos de Miguel A. López y Fernanda Carvajal), que celebra su poética interespecie del exilio y el travestismo no binario de Túpac Amaru; y una extensa entrevista de Vero Ferrari donde Vargas narra su biografía: nacimiento en Huancayo, migración a Lima, trabajo en el hospital Carrión, formación en la PUCP bajo María Burela, su pornografía gay de los noventa, los cuyes travestis, las Tupis y su distanciamiento del activismo institucionalizado (Bagua, Besos contra la homofobia, quema de la bandera del Orgullo). Incluye una cronología ilustrada (1972-2024) de su obra y de las Tupis. El objeto de estudio es la trayectoria de Vargas como arte crítico sexo-disidente y anticolonial; el marco conceptual moviliza travestismo, animalidad queer, memoria de la guerra interna y ancestralidad andina (Chuquichinchay). El número complementa el foco con artículos sobre el Museo Travesti del Perú (Ochoa), Terremoto y sodomía (Muñoz-Díaz) y museos LGTB del mundo (Huerta, Navarro, Museari), posicionándose como plataforma activista de memoria disidente."
"Cap 3 - Análisis/Fuentes JV","Entrevista - Vargas Sotomayor, Javi - 14 de octubre.transcripcion.md","Trayectoria del artista, ca. 1995-2021 (formación en 1995-2000, activismo 2003-2009, premio ICPNA 2021)","Entrevista de investigación doctoral (transcripción de audio, borrador sin refinar), 14 de octubre (año no indicado, probablemente 2025)","Javi Vargas Sotomayor; Carlos (entrevistador/investigador); María Burela; Fernanda Carvajal; Jorge Villacorta; Miguel A. López; Colectivo Boitones/Aguaitones; Colectivo Contranaturas; Red TLGB; Facultad de Arte PUCP; Alianza Francesa; Centro Cultural de España; ICPNA; Red de Conceptualismos del Sur; Museo Reina Sofía; Félix González-Torres","Transcripción (borrador sin refinar) de una entrevista realizada el 14 de octubre por un investigador (Carlos) en el marco de su doctorado en antropología, que trabaja la hipótesis del «mandato crítico»: la expectativa de la escena de arte contemporáneo peruano de que las y los artistas ocupen siempre una posición crítica, disidente o identitaria. Vargas, entendido como interlocutor y «socio epistémico» más que como fuente de datos, historiza su trayectoria: su ingreso a la Facultad de Arte de la PUCP en 1995 bajo una ortodoxia modernista y espiritualista, el papel liberador de la profesora María Burela, que le abrió el arte como práctica política y le permitió volcar su experiencia marica (cuartos oscuros, pornografía, VIH) en obras tempranas que anudaban devenir animal y homosexualidad. Relata que, cerrados los circuitos de galerías y museos tras egresar en 2000, encontró en el activismo (colectivos Aguaitones/Boitones, Contranaturas, Red TLGB) el territorio para su obra —la gráfica de Túpac Amaru travestido, las Tupis— y que su llegada a instituciones como el Reina Sofía se debió al trabajo crítico de curadores. El eje conceptual es la censura recurrente (su individual de 2009 en la Alianza Francesa; la muestra Trans-terrucas censurada en el CCE) y la «cooptación» de las prácticas disidentes: retoma con Fernanda Carvajal la metáfora del virus que inocula y hace fallar el sistema, y señala cómo antiguas ortodoxias modernistas fueron sustituidas por una nueva ortodoxia crítica igualmente normativa. Menciona su obra premiada por el ICPNA (2021), hecha durante la pandemia y una psicosis, como algo que «pulsa». Acuerdan una segunda entrevista presencial en el taller."
"Cap 3 - Análisis/Fuentes JV","Entrevista - Vargas Sotomayor, Javi - 23 de octubre [audio esv2-17p-bg-10p].transcripcion.md","2010-2021 (proceso creativo y obra premiada); con memorias de infancia en Huancayo, años 80-90","Entrevista (transcripción automática), 23 de octubre; transcrita el 2026-07-15","Javi Vargas Sotomayor; Giuseppe Campuzano; Fernanda Carvajal; Miguel A. López; Carlos Mía Villena; Adir Milla; Jesús Ruiz Durán; Ramón Mujica Pinilla; José María Arguedas; Didi-Huberman; Pier Paolo Pasolini; ICPNA; PUCP","Transcripción de una entrevista de taller/estudio en la que Javi Vargas Sotomayor comenta el proceso creativo de su obra premiada 'Taqui Onkoy, Chuquichinchay y la mala muerte' (2021), ganadora del Premio ICPNA de Arte Contemporáneo. El artista describe una poética que él mismo califica de 'barroca' y 'esquizoide', un caleidoscopio que anuda capas históricas mediante la estructura de la chakana entendida como cruz andina de raíz arquitectónica y astronómica. Reconstruye su archivo de imágenes acumulado desde antes de 2010 a partir de la revisión de fuentes del barroco peruano (Mujica Pinilla) y del análisis arqueoastronómico de Carlos Mía Villena, y sitúa el hallazgo decisivo en una cita de Juan de Santa Cruz Pachacuti transmitida por Giuseppe Campuzano en el Museo Travesti, según la cual Chuquichinchay, felino mítico, protege a los 'indios de dos naturas'. De allí deriva su lectura del Amaru como serpiente bicéfala bisexuada y su travestismo de Túpac Amaru II. La conversación articula biografía (infancia nerd fascinada por la astronomía, formación pictórica en la PUCP que debió desaprender), coyuntura pandémica (diagnóstico de esquizofrenia, mandato de género de Vizcarra, duelo colectivo) y marco conceptual: devenir animal, injuria reapropiada, cosmovisión andina del espacio sexuado (hanan/urin) y del tiempo invertido (pasado adelante). Explica decisiones formales -formato 120x120, paleta de rojo/grises y entintado, referencias a Tom of Finland, tablas de Sarhua y la viñeta de cómic- y defiende una recepción 'detectivesca' del enigma frente a los mandatos pedagógicos y curatoriales de mediación. El texto es fuente primaria clave para el análisis iconográfico y biográfico del artista."
"Cap 3 - Análisis/Fuentes JV","ICPNA - Catálogo del Premio de Arte Contemporáneo 2018.txt","2018 (primera edición del premio); con panorama de concursos peruanos 1981-2017 y fotografías del caucho 1888-1891","Catálogo de premio/concurso de arte, 2018","Max Hernández Calvo; Sharon Lerner; Florencia Portocarrero; José-Carlos Mariátegui; Iosu Aramburu; Pamela Arce; Raúl Silva; Roberto Hoyle; Alberto Servat; ICPNA; MALI; Proyecto AMIL; ATA","Catálogo de la primera edición (2018) del Premio ICPNA de Arte Contemporáneo, que reúne los textos institucionales y curatoriales de la muestra de finalistas. Coincidiendo con los 80 años del Instituto Cultural Peruano Norteamericano, el premio reemplaza el esquema tradicional de salones por técnicas y se orienta decididamente al arte contemporáneo sin distinción de medios. El texto medular, firmado por el crítico y curador Max Hernández Calvo, ofrece un valioso balance histórico del declive de los concursos artísticos en el Perú: enumera el auge de los años ochenta y noventa (Michell, Southern, Telefónica, Johnnie Walker, las Bienales de Lima 1997-2002, entre otros) y constata su casi total desaparición frente al dominio del mercado, resaltando la importancia de un estímulo económico independiente (US$10,000 sin adquisición) más una exposición individual. Aporta datos sobre las brechas de género y centralismo en la escena (predominio masculino y limeño entre los más de 360 postulantes). El jurado -Sharon Lerner, Florencia Portocarrero y José-Carlos Mariátegui- premió 'Nus dans la forêt' de Iosu Aramburu, pintura que problematiza la historia social de la representación al apropiar un estilo impresionista sobre una fotografía de Charles Kroehle vinculada al boom cauchero amazónico, develando la violencia del discurso colonial-científico. Se otorgaron menciones a Pamela Arce (video sobre coreografía) y Raúl Silva (escultura que deconstruye el arte popular ayacuchano sobre el conflicto armado). El documento funciona como fuente contextual sobre la institucionalidad del premio que años después ganaría Javi Vargas y sobre las políticas curatoriales del arte contemporáneo limeño."
